ra,dec,z_spec,z_err,obj_class,survey,reference
242.74354935,54.88274,0.386101,6.8e-05,,MMT/Hectospec,Cheng+2021
242.75170326,54.6579475,0.266764,6.8e-05,,MMT/Hectospec,Cheng+2021
242.514925,54.8123283,0.232527,6.9e-05,,MMT/Hectospec,Cheng+2021
242.58748055,53.9958305,0.391957,6.9e-05,,MMT/Hectospec,Cheng+2021
242.7943325,54.66642,0.313572,6.9e-05,,MMT/Hectospec,Cheng+2021
243.11551094,54.1792297,0.339087,6.9e-05,,MMT/Hectospec,Cheng+2021
242.86986351,54.1803093,0.332808,6.9e-05,,MMT/Hectospec,Cheng+2021
242.58524895,54.2445717,0.268462,6.9e-05,,MMT/Hectospec,Cheng+2021
242.45713234,54.2736359,0.468435,7e-05,,MMT/Hectospec,Cheng+2021
241.82805061,54.4130478,0.451744,7e-05,,MMT/Hectospec,Cheng+2021
242.1974659,54.6020279,0.353141,7e-05,,MMT/Hectospec,Cheng+2021
243.26668739,54.6932373,0.350712,7.1e-05,,MMT/Hectospec,Cheng+2021
242.43627548,54.2902794,0.243901,7.1e-05,,MMT/Hectospec,Cheng+2021
242.51933098,54.2953224,0.402257,7.1e-05,,MMT/Hectospec,Cheng+2021
241.85900688,54.4232025,0.441051,7.1e-05,,MMT/Hectospec,Cheng+2021
243.36853981,54.318821,0.341372,7.1e-05,,MMT/Hectospec,Cheng+2021
242.58356094,53.9977798,0.468005,7.1e-05,,MMT/Hectospec,Cheng+2021
243.30771446,54.2733498,0.454331,7.2e-05,,MMT/Hectospec,Cheng+2021
242.06688881,54.5601654,0.35445,7.2e-05,,MMT/Hectospec,Cheng+2021
242.59989738,54.7894859,0.327174,7.2e-05,,MMT/Hectospec,Cheng+2021
243.12875748,54.1272469,0.282182,7.2e-05,,MMT/Hectospec,Cheng+2021
242.94024467,54.0494537,0.336761,7.3e-05,,MMT/Hectospec,Cheng+2021
243.16755295,54.579586,0.391898,7.3e-05,,MMT/Hectospec,Cheng+2021
242.13103294,54.5363083,0.352556,7.3e-05,,MMT/Hectospec,Cheng+2021
242.35247612,54.4696426,0.262933,7.3e-05,,MMT/Hectospec,Cheng+2021
242.64424324,54.3874664,0.336759,7.4e-05,,MMT/Hectospec,Cheng+2021
242.00291634,54.1510391,0.316747,7.4e-05,,MMT/Hectospec,Cheng+2021
243.10200691,54.617981,0.210446,7.6e-05,,MMT/Hectospec,Cheng+2021
243.27155113,54.4628906,0.587474,7.6e-05,,MMT/Hectospec,Cheng+2021
242.88076401,53.9982491,0.338055,7.7e-05,,MMT/Hectospec,Cheng+2021
242.56702423,54.1916542,0.269863,7.7e-05,,MMT/Hectospec,Cheng+2021
242.40755081,54.3805847,0.467108,7.7e-05,,MMT/Hectospec,Cheng+2021
242.31388092,54.431366,0.407448,7.7e-05,,MMT/Hectospec,Cheng+2021
241.98612213,54.0949364,0.337686,7.7e-05,,MMT/Hectospec,Cheng+2021
242.2399807,54.358284,0.264443,7.9e-05,,MMT/Hectospec,Cheng+2021
243.23349953,54.2015686,0.232694,7.9e-05,,MMT/Hectospec,Cheng+2021
242.55214691,54.8868446,0.335714,8e-05,,MMT/Hectospec,Cheng+2021
243.04676056,54.329422,0.33586,8e-05,,MMT/Hectospec,Cheng+2021
242.90754318,54.3212242,0.311965,8e-05,,MMT/Hectospec,Cheng+2021
241.91631317,54.1783524,0.610377,8e-05,,MMT/Hectospec,Cheng+2021
242.39882469,54.2402534,0.390291,8e-05,,MMT/Hectospec,Cheng+2021
243.17673683,54.5388603,0.289292,8.1e-05,,MMT/Hectospec,Cheng+2021
242.85298347,54.25877,0.337094,8.1e-05,,MMT/Hectospec,Cheng+2021
242.87590027,54.1195068,0.482447,8.1e-05,,MMT/Hectospec,Cheng+2021
242.42471695,54.4508247,0.263167,8.2e-05,,MMT/Hectospec,Cheng+2021
243.21335793,54.4677277,0.394493,8.2e-05,,MMT/Hectospec,Cheng+2021
241.87949181,54.3912582,0.38561,8.2e-05,,MMT/Hectospec,Cheng+2021
242.9973793,54.8457413,0.470881,8.3e-05,,MMT/Hectospec,Cheng+2021
241.83938026,54.4497261,0.257494,8.4e-05,,MMT/Hectospec,Cheng+2021
241.876688,54.4585609,0.498859,8.4e-05,,MMT/Hectospec,Cheng+2021
242.42079735,54.4433937,0.407248,8.6e-05,,MMT/Hectospec,Cheng+2021
242.44259834,54.8596611,0.29242,8.9e-05,,MMT/Hectospec,Cheng+2021
241.80584908,54.4820557,0.441911,9e-05,,MMT/Hectospec,Cheng+2021
242.40729332,54.1513748,0.472713,9e-05,,MMT/Hectospec,Cheng+2021
242.41496086,54.0094223,0.268458,9.5e-05,,MMT/Hectospec,Cheng+2021
241.89954758,54.464283,0.214503,9.5e-05,,MMT/Hectospec,Cheng+2021
242.34841347,54.3194199,0.233368,9.6e-05,,MMT/Hectospec,Cheng+2021
243.09193611,54.5083847,0.127444,9.6e-05,,MMT/Hectospec,Cheng+2021
243.15639496,54.4213676,0.432739,9.8e-05,,MMT/Hectospec,Cheng+2021
242.68856049,54.7932587,0.335849,9.8e-05,,MMT/Hectospec,Cheng+2021
243.03417206,54.4129372,0.34956,9.9e-05,,MMT/Hectospec,Cheng+2021
241.954422,54.5771484,0.496403,9.9e-05,,MMT/Hectospec,Cheng+2021
241.98228836,54.2685127,0.563045,0.0001,,MMT/Hectospec,Cheng+2021
242.3401165,54.5820465,0.386974,0.000101,,MMT/Hectospec,Cheng+2021
243.01540375,54.2344437,0.336771,0.000101,,MMT/Hectospec,Cheng+2021
243.04329872,54.5654831,0.490405,0.000102,,MMT/Hectospec,Cheng+2021
242.76892662,54.7222023,0.491764,0.000103,,MMT/Hectospec,Cheng+2021
243.04289818,54.3837624,0.315136,0.000103,,MMT/Hectospec,Cheng+2021
242.83802032,54.3232155,0.35037,0.000103,,MMT/Hectospec,Cheng+2021
242.28135109,54.8859901,0.441428,0.000103,,MMT/Hectospec,Cheng+2021
242.47615814,54.7637329,0.551364,0.000105,,MMT/Hectospec,Cheng+2021
243.02149773,54.8244476,0.06347,0.000105,,MMT/Hectospec,Cheng+2021
242.89524078,54.1386871,0.33747,0.000105,,MMT/Hectospec,Cheng+2021
243.09534073,54.715332,0.270124,0.000109,,MMT/Hectospec,Cheng+2021
243.13785553,54.3031311,0.438078,0.000115,,MMT/Hectospec,Cheng+2021
242.55998611,54.0154114,0.262075,0.000115,,MMT/Hectospec,Cheng+2021
241.87216759,54.6715088,0.381786,0.000115,,MMT/Hectospec,Cheng+2021
242.7696991,54.73909,0.386174,0.000116,,MMT/Hectospec,Cheng+2021
241.86590195,54.3885193,0.385437,0.000117,,MMT/Hectospec,Cheng+2021
242.58690834,54.8750038,0.3829,0.000119,,MMT/Hectospec,Cheng+2021
241.99501991,54.5551605,0.249124,0.000122,,MMT/Hectospec,Cheng+2021
243.05322647,54.1259842,0.494368,0.000122,,MMT/Hectospec,Cheng+2021
241.97845459,54.0742493,0.233171,0.000124,,MMT/Hectospec,Cheng+2021
242.51111984,54.0195618,0.295133,0.000135,,MMT/Hectospec,Cheng+2021
242.36197472,54.7450485,0.236218,0.000136,,MMT/Hectospec,Cheng+2021
243.27927589,54.1973915,0.23377,0.000137,,MMT/Hectospec,Cheng+2021
242.66043663,54.3970566,0.32269,0.000138,,MMT/Hectospec,Cheng+2021
242.44071007,54.4618301,0.49357,0.000144,,MMT/Hectospec,Cheng+2021
243.21109772,54.6449852,0.450712,0.000147,,MMT/Hectospec,Cheng+2021
242.06027985,54.6147728,0.458331,0.000149,,MMT/Hectospec,Cheng+2021
243.13058853,54.5462799,0.447386,0.000152,,MMT/Hectospec,Cheng+2021
242.92508125,54.0819283,0.333943,0.00016,,MMT/Hectospec,Cheng+2021
242.79109955,54.0452461,0.393297,0.000205,,MMT/Hectospec,Cheng+2021
242.59763718,54.1365967,0.466384,0.000212,,MMT/Hectospec,Cheng+2021
242.76105881,54.7111816,0.389625,0.000218,,MMT/Hectospec,Cheng+2021
242.79278755,54.438179,0.450709,0.000219,,MMT/Hectospec,Cheng+2021
242.57635117,54.2436943,0.740114,0.00024,,MMT/Hectospec,Cheng+2021
241.93242073,54.3750839,0.24152,0.000251,,MMT/Hectospec,Cheng+2021
242.77759552,53.9642639,0.741507,0.000385,,MMT/Hectospec,Cheng+2021
242.65563011,54.3393364,0.337004,0.000402,,MMT/Hectospec,Cheng+2021
242.1944046,54.7778931,1.396704,0.0008,,MMT/Hectospec,Cheng+2021
